"cie10","descripcion"
"V409","Ocupante De Automovil Lesionado Por Colision Con Peaton O Animal; Ocupante No Especificado De Automo"
"V410","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Conductor Lesionado En Accidente"
"V411","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Pasajero Lesionado En Accidente "
"V412","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Persona Que Viaja Fuera Del Vehi"
"V413","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Ocupante No Especificado De Auto"
"V414","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Persona Lesionada Al Subir O Baj"
"V415","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Conductor Lesionado En Accidente"
"V416","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Pasajero Lesionado En Accidente "
"V417","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Persona Que Viaja  Fuera Del Veh"
"V419","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Pedal; Ocupante No Especificado De Auto"
"V420","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Conductor L"
"V421","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Pasajero Le"
"V422","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Persona Que"
"V423","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Ocupante No"
"V424","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Persona Les"
"V425","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Conductor L"
"V426","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Pasajero Le"
"V427","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Persona Que"
"V429","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas; Ocupante No"
"V430","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Conductor Le"
"V431","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Pasajero Les"
"V432","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Persona Que "
"V433","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Ocupante No "
"V434","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Persona Lesi"
"V435","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Conductor Le"
"V436","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Pasajero Les"
"V437","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Persona Que "
"V439","Ocupante De Automovil Lesionado Por Colision Con Otro Automovil; Camioneta O Furgoneta; Ocupante No "
"V440","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus; Conductor "
"V441","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus; Pasajero L"
"V442","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus; Persona Qu"
"V443","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus ; Ocupante "
"V444","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus ; Persona L"
"V445","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus ; Conductor"
"V446","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus ; Pasajero "
"V447","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus; Persona Qu"
"V449","Ocupante De Automovil Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus ; Ocupante "
"V450","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Conductor Lesionado En A"
"V451","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Pasajero Lesionado En Ac"
"V452","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Que Viaja Fuera "
"V453","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Ocupante No Especificado"
"V454","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Lesionada Al Sub"
"V455","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Conductor Lesionado En A"
"V456","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Pasajero Lesionado En Ac"
"V457","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Que Viaja Fuera "
"V459","Ocupante De Automovil Lesionado Por Colision Con Tren O Vehiculo De Rieles; Ocupante No Especificado"
"V460","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Conductor Lesionado En A"
"V461","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Pasajero Lesionado En Ac"
"V462","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Que Viaja Fuera "
"V463","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Ocupante No Especificado"
"V464","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Lesionada Al Sub"
"V465","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Conductor Lesionado En A"
"V466","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Pasajero Lesionado En Ac"
"V467","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Que Viaja Fuera "
"V469","Ocupante De Automovil Lesionado Por Colision Con Otros Vehiculos Sin Motor; Ocupante No Especificado"
"V470","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Conductor Lesionado En"
"V471","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Pasajero Lesionado En "
"V472","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Persona Que Viaja Fuer"
"V473","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Ocupante No Especifica"
"V474","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Persona Lesionada Al S"
"V475","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Conductor Lesionado En"
"V476","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Pasajero Lesionado En "
"V477","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Persona Que Viaja Fuer"
"V479","Ocupante De Automovil Lesionado  Por  Colision Con Objeto Fijo O Estacionado; Ocupante No Especifica"
"V480","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Conductor Lesionado En Acci"
"V481","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Pasajero Lesionado En Accid"
"V482","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Persona Que Viaja  Fuera De"
"V483","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Ocupante No Especificado De"
"V484","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Persona Lesionada Al Subir "
"V485","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Conductor Lesionado En Acci"
"V486","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Pasajero Lesionado En Accid"
"V487","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Persona Que Viaja  Fuera De"
"V489","Ocupante De Automovil Lesionado En Accidente De Transporte Sin Colision; Ocupante No Especificado De"
"V490","Conductor De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los No Especificad"
"V491","Pasajero De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los No Especificado"
"V492","Ocupante No Especificado De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los"
"V493","Ocupante (Cualquiera) De Automovil Lesionado En Accidente No De Transito; No Especificado"
"V494","Conductor De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los No Especificad"
"V495","Pasajero De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los No Especificado"
"V496","Ocupante No Especificado De Automovil Lesionado Por Colision Con Otros Vehiculos De Motor; Y Con Los"
"V498","Ocupante (Cualquiera) De Automovil Lesionado En Otros Accidentes De Transporte Especificados"
"V499","Ocupante (Cualquiera) De Automovil Lesionado En Accidente De Transito No Especificado"
"V500","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Conductor Lesionado En"
"V501","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Pasajero Lesionado En "
"V502","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Persona Que Viaja  Fue"
"V503","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Ocupante No Especifica"
"V504","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Persona Lesionada Al S"
"V505","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Conductor Lesionado En"
"V506","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Pasajero Lesionado En "
"V507","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Persona Que Viaja  Fue"
"V509","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Peaton O Animal; Ocupante No Especifica"
"V510","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Conductor Lesionado "
"V511","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Pasajero Lesionado E"
"V512","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Persona Que Viaja  F"
"V513","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Ocupante No Especifi"
"V514","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Persona Lesionada Al"
"V515","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Conductor Lesionado "
"V516","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Pasajero Lesionado E"
"V517","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Persona Que Viaja  F"
"V519","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Pedal; Ocupante No Especifi"
"V520","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V521","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V522","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V523","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V524","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V525","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V526","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V527","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V529","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Motor De Dos O Tres Ruedas;"
"V530","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Condu"
"V531","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Pasaj"
"V532","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Perso"
"V533","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Ocupa"
"V534","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Perso"
"V535","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Condu"
"V536","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Pasaj"
"V537","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Perso"
"V539","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Automovil; Camioneta O Furgoneta; Ocupa"
"V540","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V541","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V542","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V543","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V544","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V545","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V546","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V547","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V549","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Vehiculo De Transporte Pesado O Autobus"
"V550","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Conductor Le"
"V551","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Pasajero Les"
"V552","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Que "
"V553","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Ocupante No "
"V554","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Lesi"
"V555","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Conductor Le"
"V556","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Pasajero Les"
"V557","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Persona Que "
"V559","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Tren O Vehiculo De Rieles; Ocupante No "
"V560","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Conductor Le"
"V561","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Pasajero Les"
"V562","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Que "
"V563","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Ocupante No "
"V564","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Lesi"
"V565","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Conductor Le"
"V566","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Pasajero Les"
"V567","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Persona Que "
"V569","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Otros Vehiculos Sin Motor; Ocupante No "
"V570","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Conductor Le"
"V571","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Pasajero Les"
"V572","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Persona Que "
"V573","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Ocupante No "
"V574","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Persona Lesi"
"V575","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Conductor Le"
"V576","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Pasajero Les"
"V577","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Persona Que "
"V579","Ocupante De Camioneta O Furgoneta Lesionado Por Colision Con Objeto Fijo O Estacionado; Ocupante No "
"V580","Ocupante De Camioneta O Furgoneta Lesionado En Accidente De Transporte Sin Colision; Conductor Lesio"
"V581","Ocupante De Camioneta O Furgoneta Lesionado En Accidente De Transporte Sin Colision; Pasajero Lesion"
"V582","Ocupante De Camioneta O Furgoneta Lesionado En Accidente De Transporte Sin Colision; Persona Que Via"
"V583","Ocupante De Camioneta O Furgoneta Lesionado En Accidente De Transporte Sin Colision; Ocupante No Esp"
